Program,Year,Period,Week Ending,State,Data Item,Value,CV (%)
CENSUS,2012,YEAR,,MICHIGAN,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,257,287",2.9
CENSUS,2012,YEAR,,MINNESOTA,"HAY, ALFALFA - ACRES HARVESTED","783,559",5.7
CENSUS,2012,YEAR,,MINNESOTA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,237,647",4.4
CENSUS,2012,YEAR,,MISSISSIPPI,"HAY, ALFALFA - ACRES HARVESTED","2,823",18.8
CENSUS,2012,YEAR,,MISSISSIPPI,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","7,234",21.3
CENSUS,2012,YEAR,,MISSOURI,"HAY, ALFALFA - ACRES HARVESTED","175,667",1.6
CENSUS,2012,YEAR,,MISSOURI,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","388,943",1.9
CENSUS,2012,YEAR,,MONTANA,"HAY, ALFALFA - ACRES HARVESTED","1,484,998",3.1
CENSUS,2012,YEAR,,MONTANA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,790,112",3.1
CENSUS,2012,YEAR,,NEBRASKA,"HAY, ALFALFA - ACRES HARVESTED","885,885",12.4
CENSUS,2012,YEAR,,NEBRASKA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,737,484",15.1
CENSUS,2012,YEAR,,NEVADA,"HAY, ALFALFA - ACRES HARVESTED","344,041",37.5
CENSUS,2012,YEAR,,NEVADA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,486,129",40.8
CENSUS,2012,YEAR,,NEW HAMPSHIRE,"HAY, ALFALFA - ACRES HARVESTED","3,893",26.7
CENSUS,2012,YEAR,,NEW HAMPSHIRE,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","6,607",8.2
CENSUS,2012,YEAR,,NEW JERSEY,"HAY, ALFALFA - ACRES HARVESTED","13,587",6.7
CENSUS,2012,YEAR,,NEW JERSEY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","40,074",8.3
CENSUS,2012,YEAR,,NEW MEXICO,"HAY, ALFALFA - ACRES HARVESTED","222,263",10.9
CENSUS,2012,YEAR,,NEW MEXICO,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,070,833",9.9
CENSUS,2012,YEAR,,NEW YORK,"HAY, ALFALFA - ACRES HARVESTED","349,014",5.7
CENSUS,2012,YEAR,,NEW YORK,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","847,311",5
CENSUS,2012,YEAR,,NORTH CAROLINA,"HAY, ALFALFA - ACRES HARVESTED","9,808",6.4
CENSUS,2012,YEAR,,NORTH CAROLINA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","38,488",7.6
CENSUS,2012,YEAR,,NORTH DAKOTA,"HAY, ALFALFA - ACRES HARVESTED","1,213,345",6.1
CENSUS,2012,YEAR,,NORTH DAKOTA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,753,031",9.3
CENSUS,2012,YEAR,,OHIO,"HAY, ALFALFA - ACRES HARVESTED","380,011",4.3
CENSUS,2012,YEAR,,OHIO,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,039,119",3.9
CENSUS,2012,YEAR,,OKLAHOMA,"HAY, ALFALFA - ACRES HARVESTED","212,650",5.2
CENSUS,2012,YEAR,,OKLAHOMA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","529,226",6.8
CENSUS,2012,YEAR,,OREGON,"HAY, ALFALFA - ACRES HARVESTED","363,735",2.3
CENSUS,2012,YEAR,,OREGON,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,481,488",2.5
CENSUS,2012,YEAR,,PENNSYLVANIA,"HAY, ALFALFA - ACRES HARVESTED","400,984",2.4
CENSUS,2012,YEAR,,PENNSYLVANIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,139,714",2.4
CENSUS,2012,YEAR,,RHODE ISLAND,"HAY, ALFALFA - ACRES HARVESTED",668,33.7
CENSUS,2012,YEAR,,RHODE ISLAND,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,366",36.2
CENSUS,2012,YEAR,,SOUTH CAROLINA,"HAY, ALFALFA - ACRES HARVESTED","2,087",20.4
CENSUS,2012,YEAR,,SOUTH CAROLINA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","4,488",30
CENSUS,2012,YEAR,,SOUTH DAKOTA,"HAY, ALFALFA - ACRES HARVESTED","1,486,635",5
CENSUS,2012,YEAR,,SOUTH DAKOTA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,164,903",4.4
CENSUS,2012,YEAR,,TENNESSEE,"HAY, ALFALFA - ACRES HARVESTED","14,296",3
CENSUS,2012,YEAR,,TENNESSEE,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","42,391",2.9
CENSUS,2012,YEAR,,TEXAS,"HAY, ALFALFA - ACRES HARVESTED","138,995",11.8
CENSUS,2012,YEAR,,TEXAS,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","535,768",21.6
CENSUS,2012,YEAR,,UTAH,"HAY, ALFALFA - ACRES HARVESTED","565,894",5.8
CENSUS,2012,YEAR,,UTAH,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,231,154",5.5
CENSUS,2012,YEAR,,VERMONT,"HAY, ALFALFA - ACRES HARVESTED","27,432",6.2
CENSUS,2012,YEAR,,VERMONT,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","74,381",6.8
CENSUS,2012,YEAR,,VIRGINIA,"HAY, ALFALFA - ACRES HARVESTED","71,321",6.4
CENSUS,2012,YEAR,,VIRGINIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","215,171",6.8
CENSUS,2012,YEAR,,WASHINGTON,"HAY, ALFALFA - ACRES HARVESTED","363,923",3.3
CENSUS,2012,YEAR,,WASHINGTON,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,676,815",4.5
CENSUS,2012,YEAR,,WEST VIRGINIA,"HAY, ALFALFA - ACRES HARVESTED","24,477",4.2
CENSUS,2012,YEAR,,WEST VIRGINIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","55,388",6.1
CENSUS,2012,YEAR,,WISCONSIN,"HAY, ALFALFA - ACRES HARVESTED","1,122,770",2.1
CENSUS,2012,YEAR,,WISCONSIN,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,981,565",1.9
CENSUS,2012,YEAR,,WYOMING,"HAY, ALFALFA - ACRES HARVESTED","546,907",6.3
CENSUS,2012,YEAR,,WYOMING,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,435,672",7.3
CENSUS,2007,YEAR,,ALABAMA,"HAY, ALFALFA - ACRES HARVESTED","7,526",
CENSUS,2007,YEAR,,ALABAMA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","16,944",
CENSUS,2007,YEAR,,ARIZONA,"HAY, ALFALFA - ACRES HARVESTED","257,407",
CENSUS,2007,YEAR,,ARIZONA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,968,043",
CENSUS,2007,YEAR,,ARKANSAS,"HAY, ALFALFA - ACRES HARVESTED","11,732",
CENSUS,2007,YEAR,,ARKANSAS,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","28,647",
CENSUS,2007,YEAR,,CALIFORNIA,"HAY, ALFALFA - ACRES HARVESTED","986,982",
CENSUS,2007,YEAR,,CALIFORNIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","7,057,014",
CENSUS,2007,YEAR,,COLORADO,"HAY, ALFALFA - ACRES HARVESTED","861,053",
CENSUS,2007,YEAR,,COLORADO,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,887,865",
CENSUS,2007,YEAR,,CONNECTICUT,"HAY, ALFALFA - ACRES HARVESTED","8,343",
CENSUS,2007,YEAR,,CONNECTICUT,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","18,441",
CENSUS,2007,YEAR,,DELAWARE,"HAY, ALFALFA - ACRES HARVESTED","3,687",
CENSUS,2007,YEAR,,DELAWARE,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","13,530",
CENSUS,2007,YEAR,,FLORIDA,"HAY, ALFALFA - ACRES HARVESTED","6,951",
CENSUS,2007,YEAR,,FLORIDA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","14,993",
CENSUS,2007,YEAR,,GEORGIA,"HAY, ALFALFA - ACRES HARVESTED","1,655",
CENSUS,2007,YEAR,,GEORGIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","4,810",
CENSUS,2007,YEAR,,HAWAII,"HAY, ALFALFA - ACRES HARVESTED",89,
CENSUS,2007,YEAR,,HAWAII,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",267,
CENSUS,2007,YEAR,,IDAHO,"HAY, ALFALFA - ACRES HARVESTED","1,037,520",
CENSUS,2007,YEAR,,IDAHO,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","4,254,543",
CENSUS,2007,YEAR,,ILLINOIS,"HAY, ALFALFA - ACRES HARVESTED","322,339",
CENSUS,2007,YEAR,,ILLINOIS,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,138,512",
CENSUS,2007,YEAR,,INDIANA,"HAY, ALFALFA - ACRES HARVESTED","241,129",
CENSUS,2007,YEAR,,INDIANA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","665,767",
CENSUS,2007,YEAR,,IOWA,"HAY, ALFALFA - ACRES HARVESTED","830,440",
CENSUS,2007,YEAR,,IOWA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","3,054,729",
CENSUS,2007,YEAR,,KANSAS,"HAY, ALFALFA - ACRES HARVESTED","793,140",
CENSUS,2007,YEAR,,KANSAS,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,986,134",
CENSUS,2007,YEAR,,KENTUCKY,"HAY, ALFALFA - ACRES HARVESTED","269,610",
CENSUS,2007,YEAR,,KENTUCKY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","524,565",
CENSUS,2007,YEAR,,LOUISIANA,"HAY, ALFALFA - ACRES HARVESTED","2,164",
CENSUS,2007,YEAR,,LOUISIANA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","4,768",
CENSUS,2007,YEAR,,MAINE,"HAY, ALFALFA - ACRES HARVESTED","10,089",
CENSUS,2007,YEAR,,MAINE,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","23,876",
CENSUS,2007,YEAR,,MARYLAND,"HAY, ALFALFA - ACRES HARVESTED","40,576",
CENSUS,2007,YEAR,,MARYLAND,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","120,402",
CENSUS,2007,YEAR,,MASSACHUSETTS,"HAY, ALFALFA - ACRES HARVESTED","9,921",
CENSUS,2007,YEAR,,MASSACHUSETTS,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","22,537",
CENSUS,2007,YEAR,,MICHIGAN,"HAY, ALFALFA - ACRES HARVESTED","698,595",
CENSUS,2007,YEAR,,MICHIGAN,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,707,036",
CENSUS,2007,YEAR,,MINNESOTA,"HAY, ALFALFA - ACRES HARVESTED","944,775",
CENSUS,2007,YEAR,,MINNESOTA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,671,173",
CENSUS,2007,YEAR,,MISSISSIPPI,"HAY, ALFALFA - ACRES HARVESTED","3,931",
CENSUS,2007,YEAR,,MISSISSIPPI,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","7,113",
CENSUS,2007,YEAR,,MISSOURI,"HAY, ALFALFA - ACRES HARVESTED","295,021",
CENSUS,2007,YEAR,,MISSOURI,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","782,847",
CENSUS,2007,YEAR,,MONTANA,"HAY, ALFALFA - ACRES HARVESTED","1,868,756",
CENSUS,2007,YEAR,,MONTANA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","3,936,445",
CENSUS,2007,YEAR,,NEBRASKA,"HAY, ALFALFA - ACRES HARVESTED","1,085,921",
CENSUS,2007,YEAR,,NEBRASKA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","3,955,881",
CENSUS,2007,YEAR,,NEVADA,"HAY, ALFALFA - ACRES HARVESTED","274,004",
CENSUS,2007,YEAR,,NEVADA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,217,586",
CENSUS,2007,YEAR,,NEW HAMPSHIRE,"HAY, ALFALFA - ACRES HARVESTED","5,373",
CENSUS,2007,YEAR,,NEW HAMPSHIRE,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","13,475",
CENSUS,2007,YEAR,,NEW JERSEY,"HAY, ALFALFA - ACRES HARVESTED","20,310",
CENSUS,2007,YEAR,,NEW JERSEY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","51,483",
CENSUS,2007,YEAR,,NEW MEXICO,"HAY, ALFALFA - ACRES HARVESTED","236,103",
CENSUS,2007,YEAR,,NEW MEXICO,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,176,242",
CENSUS,2007,YEAR,,NEW YORK,"HAY, ALFALFA - ACRES HARVESTED","450,144",
CENSUS,2007,YEAR,,NEW YORK,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,119,421",
CENSUS,2007,YEAR,,NORTH CAROLINA,"HAY, ALFALFA - ACRES HARVESTED","10,322",
CENSUS,2007,YEAR,,NORTH CAROLINA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","16,755",
CENSUS,2007,YEAR,,NORTH DAKOTA,"HAY, ALFALFA - ACRES HARVESTED","1,457,604",
CENSUS,2007,YEAR,,NORTH DAKOTA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","3,072,682",
CENSUS,2007,YEAR,,OHIO,"HAY, ALFALFA - ACRES HARVESTED","437,658",
CENSUS,2007,YEAR,,OHIO,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,256,174",
CENSUS,2007,YEAR,,OKLAHOMA,"HAY, ALFALFA - ACRES HARVESTED","334,990",
CENSUS,2007,YEAR,,OKLAHOMA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,131,938",
CENSUS,2007,YEAR,,OREGON,"HAY, ALFALFA - ACRES HARVESTED","428,812",
CENSUS,2007,YEAR,,OREGON,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,777,894",
CENSUS,2007,YEAR,,PENNSYLVANIA,"HAY, ALFALFA - ACRES HARVESTED","475,873",
CENSUS,2007,YEAR,,PENNSYLVANIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,357,225",
CENSUS,2007,YEAR,,RHODE ISLAND,"HAY, ALFALFA - ACRES HARVESTED","1,035",
CENSUS,2007,YEAR,,RHODE ISLAND,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,806",
CENSUS,2007,YEAR,,SOUTH CAROLINA,"HAY, ALFALFA - ACRES HARVESTED","4,070",
CENSUS,2007,YEAR,,SOUTH CAROLINA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","8,860",
CENSUS,2007,YEAR,,SOUTH DAKOTA,"HAY, ALFALFA - ACRES HARVESTED","1,996,599",
CENSUS,2007,YEAR,,SOUTH DAKOTA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","4,414,338",
CENSUS,2007,YEAR,,TENNESSEE,"HAY, ALFALFA - ACRES HARVESTED","20,074",
CENSUS,2007,YEAR,,TENNESSEE,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","45,819",
CENSUS,2007,YEAR,,TEXAS,"HAY, ALFALFA - ACRES HARVESTED","153,763",
CENSUS,2007,YEAR,,TEXAS,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","721,303",
CENSUS,2007,YEAR,,UTAH,"HAY, ALFALFA - ACRES HARVESTED","548,570",
CENSUS,2007,YEAR,,UTAH,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,172,218",
CENSUS,2007,YEAR,,VERMONT,"HAY, ALFALFA - ACRES HARVESTED","31,769",
CENSUS,2007,YEAR,,VERMONT,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","68,624",
CENSUS,2007,YEAR,,VIRGINIA,"HAY, ALFALFA - ACRES HARVESTED","89,213",
CENSUS,2007,YEAR,,VIRGINIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","233,807",
CENSUS,2007,YEAR,,WASHINGTON,"HAY, ALFALFA - ACRES HARVESTED","448,588",
CENSUS,2007,YEAR,,WASHINGTON,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,192,001",
CENSUS,2007,YEAR,,WEST VIRGINIA,"HAY, ALFALFA - ACRES HARVESTED","28,465",
CENSUS,2007,YEAR,,WEST VIRGINIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","62,484",
CENSUS,2007,YEAR,,WISCONSIN,"HAY, ALFALFA - ACRES HARVESTED","1,517,522",
CENSUS,2007,YEAR,,WISCONSIN,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","3,673,619",
CENSUS,2007,YEAR,,WYOMING,"HAY, ALFALFA - ACRES HARVESTED","674,284",
CENSUS,2007,YEAR,,WYOMING,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,696,438",
CENSUS,2002,YEAR,,ALABAMA,"HAY, ALFALFA - ACRES HARVESTED","8,847",
CENSUS,2002,YEAR,,ALABAMA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","20,915",
CENSUS,2002,YEAR,,ALASKA,"HAY, ALFALFA - ACRES HARVESTED",80,
CENSUS,2002,YEAR,,ALASKA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",57,
CENSUS,2002,YEAR,,ARIZONA,"HAY, ALFALFA - ACRES HARVESTED","232,579",
CENSUS,2002,YEAR,,ARIZONA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,844,626",
CENSUS,2002,YEAR,,ARKANSAS,"HAY, ALFALFA - ACRES HARVESTED","16,639",
CENSUS,2002,YEAR,,ARKANSAS,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","48,091",
CENSUS,2002,YEAR,,CALIFORNIA,"HAY, ALFALFA - ACRES HARVESTED","1,176,021",
CENSUS,2002,YEAR,,CALIFORNIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","7,966,902",
CENSUS,2002,YEAR,,COLORADO,"HAY, ALFALFA - ACRES HARVESTED","770,432",
CENSUS,2002,YEAR,,COLORADO,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,105,340",
CENSUS,2002,YEAR,,CONNECTICUT,"HAY, ALFALFA - ACRES HARVESTED","9,825",
CENSUS,2002,YEAR,,CONNECTICUT,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","22,709",
CENSUS,2002,YEAR,,DELAWARE,"HAY, ALFALFA - ACRES HARVESTED", (D),
CENSUS,2002,YEAR,,DELAWARE,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS", (D),
CENSUS,2002,YEAR,,FLORIDA,"HAY, ALFALFA - ACRES HARVESTED","3,494",
CENSUS,2002,YEAR,,FLORIDA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","7,875",
CENSUS,2002,YEAR,,GEORGIA,"HAY, ALFALFA - ACRES HARVESTED","1,151",
CENSUS,2002,YEAR,,GEORGIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","3,196",
CENSUS,2002,YEAR,,HAWAII,"HAY, ALFALFA - ACRES HARVESTED", (D),
CENSUS,2002,YEAR,,HAWAII,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS", (D),
CENSUS,2002,YEAR,,IDAHO,"HAY, ALFALFA - ACRES HARVESTED","1,033,827",
CENSUS,2002,YEAR,,IDAHO,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","3,981,882",
CENSUS,2002,YEAR,,ILLINOIS,"HAY, ALFALFA - ACRES HARVESTED","416,997",
CENSUS,2002,YEAR,,ILLINOIS,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,461,589",
CENSUS,2002,YEAR,,INDIANA,"HAY, ALFALFA - ACRES HARVESTED","320,210",
CENSUS,2002,YEAR,,INDIANA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","945,169",
CENSUS,2002,YEAR,,IOWA,"HAY, ALFALFA - ACRES HARVESTED","1,168,668",
CENSUS,2002,YEAR,,IOWA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","4,183,945",
CENSUS,2002,YEAR,,KANSAS,"HAY, ALFALFA - ACRES HARVESTED","938,209",
CENSUS,2002,YEAR,,KANSAS,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","3,021,997",
CENSUS,2002,YEAR,,KENTUCKY,"HAY, ALFALFA - ACRES HARVESTED","310,874",
CENSUS,2002,YEAR,,KENTUCKY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","892,378",
CENSUS,2002,YEAR,,LOUISIANA,"HAY, ALFALFA - ACRES HARVESTED","6,040",
CENSUS,2002,YEAR,,LOUISIANA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","13,954",
CENSUS,2002,YEAR,,MAINE,"HAY, ALFALFA - ACRES HARVESTED","13,944",
CENSUS,2002,YEAR,,MAINE,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","27,987",
CENSUS,2002,YEAR,,MARYLAND,"HAY, ALFALFA - ACRES HARVESTED","57,104",
CENSUS,2002,YEAR,,MARYLAND,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","161,009",
CENSUS,2002,YEAR,,MASSACHUSETTS,"HAY, ALFALFA - ACRES HARVESTED","15,756",
CENSUS,2002,YEAR,,MASSACHUSETTS,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","37,427",
CENSUS,2002,YEAR,,MICHIGAN,"HAY, ALFALFA - ACRES HARVESTED","806,713",
CENSUS,2002,YEAR,,MICHIGAN,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,355,909",
CENSUS,2002,YEAR,,MINNESOTA,"HAY, ALFALFA - ACRES HARVESTED","1,264,403",
CENSUS,2002,YEAR,,MINNESOTA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","3,780,181",
CENSUS,2002,YEAR,,MISSOURI,"HAY, ALFALFA - ACRES HARVESTED","399,647",
CENSUS,2002,YEAR,,MISSOURI,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,063,201",
CENSUS,2002,YEAR,,MONTANA,"HAY, ALFALFA - ACRES HARVESTED","1,529,867",
CENSUS,2002,YEAR,,MONTANA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","3,030,279",
CENSUS,2002,YEAR,,NEBRASKA,"HAY, ALFALFA - ACRES HARVESTED","1,341,230",
CENSUS,2002,YEAR,,NEBRASKA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","4,002,492",
CENSUS,2002,YEAR,,NEVADA,"HAY, ALFALFA - ACRES HARVESTED","304,033",
CENSUS,2002,YEAR,,NEVADA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,236,920",
CENSUS,2002,YEAR,,NEW HAMPSHIRE,"HAY, ALFALFA - ACRES HARVESTED","7,938",
CENSUS,2002,YEAR,,NEW HAMPSHIRE,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","17,468",
CENSUS,2002,YEAR,,NEW JERSEY,"HAY, ALFALFA - ACRES HARVESTED","26,854",
CENSUS,2002,YEAR,,NEW JERSEY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","63,969",
CENSUS,2002,YEAR,,NEW MEXICO,"HAY, ALFALFA - ACRES HARVESTED","188,273",
CENSUS,2002,YEAR,,NEW MEXICO,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","909,983",
CENSUS,2002,YEAR,,NEW YORK,"HAY, ALFALFA - ACRES HARVESTED","657,019",
CENSUS,2002,YEAR,,NEW YORK,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,598,411",
CENSUS,2002,YEAR,,NORTH CAROLINA,"HAY, ALFALFA - ACRES HARVESTED","21,907",
CENSUS,2002,YEAR,,NORTH CAROLINA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","44,071",
CENSUS,2002,YEAR,,NORTH DAKOTA,"HAY, ALFALFA - ACRES HARVESTED","1,388,395",
CENSUS,2002,YEAR,,NORTH DAKOTA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,829,771",
CENSUS,2002,YEAR,,OHIO,"HAY, ALFALFA - ACRES HARVESTED","614,615",
CENSUS,2002,YEAR,,OHIO,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,641,270",
CENSUS,2002,YEAR,,OKLAHOMA,"HAY, ALFALFA - ACRES HARVESTED","349,028",
CENSUS,2002,YEAR,,OKLAHOMA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,112,624",
CENSUS,2002,YEAR,,OREGON,"HAY, ALFALFA - ACRES HARVESTED","487,661",
CENSUS,2002,YEAR,,OREGON,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,994,354",
CENSUS,2002,YEAR,,PENNSYLVANIA,"HAY, ALFALFA - ACRES HARVESTED","669,130",
CENSUS,2002,YEAR,,PENNSYLVANIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,632,745",
CENSUS,2002,YEAR,,RHODE ISLAND,"HAY, ALFALFA - ACRES HARVESTED","1,731",
CENSUS,2002,YEAR,,RHODE ISLAND,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","3,663",
CENSUS,2002,YEAR,,SOUTH CAROLINA,"HAY, ALFALFA - ACRES HARVESTED","3,030",
CENSUS,2002,YEAR,,SOUTH CAROLINA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","7,025",
CENSUS,2002,YEAR,,SOUTH DAKOTA,"HAY, ALFALFA - ACRES HARVESTED","2,393,123",
CENSUS,2002,YEAR,,SOUTH DAKOTA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","3,903,003",
CENSUS,2002,YEAR,,TENNESSEE,"HAY, ALFALFA - ACRES HARVESTED","29,617",
CENSUS,2002,YEAR,,TENNESSEE,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","105,601",
CENSUS,2002,YEAR,,TEXAS,"HAY, ALFALFA - ACRES HARVESTED","164,069",
CENSUS,2002,YEAR,,TEXAS,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","634,342",
CENSUS,2002,YEAR,,UTAH,"HAY, ALFALFA - ACRES HARVESTED","562,326",
CENSUS,2002,YEAR,,UTAH,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,995,259",
CENSUS,2002,YEAR,,VERMONT,"HAY, ALFALFA - ACRES HARVESTED","44,573",
CENSUS,2002,YEAR,,VERMONT,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","89,578",
CENSUS,2002,YEAR,,VIRGINIA,"HAY, ALFALFA - ACRES HARVESTED","140,045",
CENSUS,2002,YEAR,,VIRGINIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","332,293",
CENSUS,2002,YEAR,,WASHINGTON,"HAY, ALFALFA - ACRES HARVESTED","535,694",
CENSUS,2002,YEAR,,WASHINGTON,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,523,068",
CENSUS,2002,YEAR,,WEST VIRGINIA,"HAY, ALFALFA - ACRES HARVESTED","52,567",
